rank,player_id,player_name,tracked_fga,tracked_2pa,tracked_2pm,expected_2pt_makes,successful_games,failed_games,pbp_fga_global,two_fg_pct,two_xfg_pct,fg_minus_xfg_pp,xfg_coverage_pct_vs_pbp_fga
206,1631109,Mark Williams,347,346,223,225.648,57,3,438,64.45086705202313,65.21618497109826,-0.7653179190751302,79.22374429223744
207,1630581,Josh Giddey,595,368,185,187.868,47,7,717,50.27173913043478,51.051086956521736,-0.7793478260869549,82.98465829846583
208,201566,Russell Westbrook,783,420,218,221.37400000000002,62,2,839,51.904761904761905,52.70809523809524,-0.8033333333333346,93.3253873659118
209,1630540,Miles McBride,376,117,56,56.985,39,2,404,47.863247863247864,48.705128205128204,-0.8418803418803407,93.06930693069307
210,1629673,Jordan Poole,400,135,60,61.188,38,1,444,44.44444444444444,45.324444444444445,-0.8800000000000026,90.09009009009009
211,1631119,Jaylin Williams,289,72,38,38.661,57,7,352,52.77777777777778,53.69583333333334,-0.9180555555555614,82.10227272727273
212,1630188,Jalen Smith,350,159,95,96.606,47,6,403,59.74842767295598,60.75849056603773,-1.0100628930817521,86.848635235732
213,1629656,Quentin Grimes,633,305,176,179.15400000000002,69,6,755,57.704918032786885,58.739016393442625,-1.0340983606557401,83.84105960264901
214,1631095,Jabari Smith Jr.,808,393,210,214.264,70,7,974,53.43511450381679,54.52010178117049,-1.0849872773536973,82.95687885010267
215,1641783,Tristan da Silva,515,249,131,133.713,68,9,620,52.610441767068274,53.699999999999996,-1.0895582329317222,83.06451612903226
216,1631094,Paolo Banchero,992,758,398,406.642,65,7,1152,52.5065963060686,53.6467018469657,-1.1401055408970961,86.11111111111111
217,1630541,Moses Moody,496,160,85,86.883,56,4,557,53.125,54.301874999999995,-1.1768749999999955,89.04847396768402
218,1642273,Kyshawn George,548,292,146,149.522,48,0,577,50.0,51.20616438356164,-1.2061643835616422,94.97400346620451
219,204001,Kristaps Porziņģis,364,212,106,108.748,31,1,388,50.0,51.296226415094345,-1.2962264150943454,93.81443298969072
220,1628389,Bam Adebayo,921,581,299,306.649,68,5,1145,51.46299483648881,52.77951807228916,-1.3165232358003465,80.43668122270742
221,1641708,Amen Thompson,859,760,448,458.54100000000005,71,8,1044,58.94736842105263,60.33434210526317,-1.3869736842105382,82.27969348659003
222,1630171,Isaac Okoro,400,207,118,121.44800000000001,57,6,458,57.00483091787439,58.67053140096619,-1.665700483091797,87.33624454148472
223,1631108,Max Christie,634,243,127,131.074,72,5,725,52.26337448559671,53.939917695473255,-1.6765432098765487,87.44827586206897
224,1627741,Buddy Hield,275,90,54,55.572,45,5,327,60.0,61.74666666666668,-1.7466666666666768,84.09785932721712
225,1642262,Cody Williams,436,314,179,184.642,56,6,509,57.00636942675159,58.8031847133758,-1.7968152866242093,85.6581532416503
226,1628384,OG Anunoby,730,356,215,221.432,64,3,804,60.39325842696629,62.19999999999999,-1.8067415730336975,90.79601990049751
227,1629661,Cameron Johnson,401,175,98,101.54799999999999,48,6,475,56.0,58.027428571428565,-2.0274285714285654,84.42105263157895
228,1642383,Walter Clayton Jr.,415,192,96,99.969,65,4,461,50.0,52.067187499999996,-2.0671874999999957,90.02169197396964
229,1641706,Brandon Miller,891,429,214,223.714,59,6,1044,49.883449883449885,52.14778554778555,-2.2643356643356682,85.34482758620689
230,1642281,Jaylon Tyson,593,319,178,185.226,62,4,670,55.79937304075235,58.06457680250783,-2.2652037617554797,88.50746268656717
231,1641842,Ronald Holland II,475,294,159,165.79,71,5,544,54.08163265306123,56.39115646258504,-2.30952380952381,87.31617647058823
232,201143,Al Horford,301,109,60,62.553000000000004,44,1,325,55.04587155963303,57.388073394495414,-2.3422018348623865,92.61538461538461
233,1642948,Ryan Nembhard,338,221,97,102.191,54,3,390,43.89140271493213,46.240271493212674,-2.348868778280547,86.66666666666667
234,1642348,Justin Edwards,270,108,57,59.69,51,6,320,52.77777777777778,55.26851851851852,-2.4907407407407405,84.375
235,1627824,Guerschon Yabusele,272,96,46,48.429,56,4,312,47.916666666666664,50.446875000000006,-2.5302083333333414,87.17948717948718
236,1641717,Cason Wallace,484,231,126,131.869,69,8,584,54.54545454545455,57.08614718614719,-2.5406926406926402,82.87671232876713
237,1628971,Bruce Brown,464,330,175,183.40200000000002,76,6,522,53.03030303030303,55.57636363636364,-2.546060606060607,88.88888888888889
238,1642258,Zaccharie Risacher,426,210,117,122.67099999999999,58,9,536,55.714285714285715,58.414761904761896,-2.7004761904761807,79.4776119402985
239,1642264,Stephon Castle,703,491,255,268.44100000000003,63,5,815,51.93482688391039,54.67230142566192,-2.7374745417515314,86.25766871165644
240,1642874,Danny Wolf,412,211,107,112.834,54,1,440,50.71090047393365,53.47582938388626,-2.7649289099526086,93.63636363636364
241,1628370,Malik Monk,572,281,135,142.913,59,3,632,48.04270462633452,50.858718861209965,-2.816014234875446,90.50632911392405
242,1631107,Nikola Jović,262,123,60,63.478,41,3,315,48.78048780487805,51.608130081300814,-2.8276422764227647,83.17460317460318
243,1629750,Javonte Green,363,137,80,84.10499999999999,76,4,414,58.394160583941606,61.390510948905096,-2.99635036496349,87.68115942028986
244,1642845,VJ Edgecombe,845,491,253,268.721,68,7,1030,51.527494908350306,54.72932790224032,-3.201832993890015,82.03883495145631
245,1642920,Kobe Sanders,340,167,88,93.504,63,4,384,52.69461077844311,55.99041916167664,-3.2958083832335276,88.54166666666667
246,1630174,Aaron Nesmith,480,213,98,105.046,43,2,512,46.009389671361504,49.31737089201878,-3.3079812206572754,93.75
247,1641772,Nae'Qwan Tomlin,273,171,109,114.66600000000001,57,3,314,63.74269005847953,67.0561403508772,-3.3134502923976683,86.94267515923566
248,203471,Dennis Schröder,597,376,170,183.237,68,2,629,45.212765957446805,48.733244680851065,-3.52047872340426,94.91255961844197
249,1630598,Aaron Wiggins,473,232,115,123.30199999999999,61,4,536,49.56896551724138,53.147413793103446,-3.5784482758620655,88.24626865671642
250,1630533,Ziaire Williams,382,162,90,96.01,51,5,433,55.55555555555556,59.26543209876543,-3.709876543209873,88.2217090069284
251,1642276,Kel'el Ware,527,329,203,215.455,71,5,649,61.702127659574465,65.48784194528875,-3.7857142857142847,81.20184899845917
252,1642266,Ja'Kobe Walter,369,118,63,67.495,67,4,404,53.389830508474574,57.19915254237288,-3.8093220338983045,91.33663366336634
253,1641731,Bilal Coulibaly,468,284,149,159.823,52,4,541,52.46478873239437,56.275704225352115,-3.810915492957747,86.50646950092421
254,1630544,Tre Mann,253,122,54,58.747,47,3,303,44.26229508196721,48.15327868852459,-3.890983606557377,83.4983498349835
255,1641716,Jarace Walker,652,328,151,164.154,72,4,733,46.03658536585366,50.0469512195122,-4.010365853658541,88.94952251023193
256,1641767,Ben Sheppard,340,131,73,78.501,61,4,387,55.725190839694655,59.92442748091603,-4.1992366412213755,87.85529715762274
257,1642363,Nique Clifford,559,334,163,177.245,70,2,596,48.80239520958084,53.06736526946108,-4.264970059880241,93.79194630872483
258,1627747,Caris LeVert,338,177,92,99.601,56,4,391,51.9774011299435,56.27175141242938,-4.29435028248588,86.44501278772378
259,1642847,Jeremiah Fears,874,599,295,320.84900000000005,76,6,1006,49.248747913188645,53.56410684474125,-4.315358931552602,86.87872763419483
260,1641712,Rayan Rupert,264,147,70,76.48,48,7,313,47.61904761904762,52.02721088435374,-4.408163265306122,84.34504792332268
261,1641709,Ausar Thompson,469,449,249,269.159,67,5,577,55.45657015590201,59.946325167037855,-4.489755011135848,81.28249566724436
262,1642879,Ben Saraf,251,168,79,86.799,39,4,303,47.023809523809526,51.666071428571435,-4.642261904761909,82.83828382838284
263,202691,Klay Thompson,641,175,70,78.202,64,5,728,40.0,44.68685714285714,-4.686857142857143,88.04945054945055
264,1642450,Daniss Jenkins,482,315,145,159.928,64,5,568,46.03174603174603,50.77079365079365,-4.739047619047618,84.85915492957747
265,1641711,Gradey Dick,336,172,95,103.198,67,4,383,55.23255813953488,59.99883720930232,-4.766279069767442,87.72845953002611
266,1630529,Herbert Jones,400,178,88,96.563,51,5,478,49.438202247191015,54.24887640449439,-4.810674157303374,83.68200836820084
267,1642856,Egor Dëmin,414,114,51,56.669,49,3,449,44.73684210526316,49.709649122807015,-4.9728070175438575,92.20489977728285
268,1629652,Luguentz Dort,463,131,67,73.646,64,5,524,51.14503816793893,56.21832061068702,-5.073282442748095,88.3587786259542
269,203110,Draymond Green,440,158,90,98.137,63,5,491,56.962025316455694,62.1120253164557,-5.150000000000006,89.61303462321793
270,203083,Andre Drummond,252,174,98,106.988,56,5,337,56.32183908045977,61.48735632183907,-5.165517241379305,74.77744807121661
271,1631106,Tari Eason,453,242,122,134.518,52,8,580,50.413223140495866,55.58595041322314,-5.172727272727272,78.10344827586206
272,1630692,Jordan Goodwin,488,216,102,113.28,67,3,555,47.22222222222222,52.44444444444444,-5.222222222222221,87.92792792792793
273,1642849,Nolan Traore,452,271,119,133.403,53,2,479,43.91143911439114,49.22619926199262,-5.314760147601476,94.36325678496868
274,1642346,Ryan Dunn,312,162,98,107.028,65,3,362,60.49382716049383,66.06666666666668,-5.572839506172848,86.1878453038674
275,1630228,Jonathan Kuminga,277,186,95,106.057,30,6,339,51.075268817204304,57.01989247311828,-5.944623655913979,81.71091445427729
276,1642265,Rob Dillingham,360,246,110,124.976,60,4,412,44.71544715447155,50.80325203252033,-6.087804878048779,87.37864077669903
277,1630703,Scoot Henderson,257,136,63,71.434,23,7,342,46.3235294117647,52.525,-6.201470588235296,75.14619883040936
278,1631245,Quenton Jackson,281,175,90,101.432,45,3,328,51.42857142857143,57.96114285714286,-6.53257142857143,85.67073170731707
279,1631321,Sidy Cissoko,251,98,50,56.638,59,12,334,51.02040816326531,57.79387755102041,-6.7734693877550995,75.1497005988024
280,1628978,Donte DiVincenzo,802,177,89,101.026,81,1,835,50.282485875706215,57.076836158192094,-6.79435028248588,96.04790419161677
281,1631323,Simone Fontecchio,400,117,57,65.62,64,4,470,48.717948717948715,56.085470085470085,-7.36752136752137,85.1063829787234
282,1642347,Jamal Shead,467,222,92,111.41600000000001,75,5,504,41.44144144144144,50.18738738738739,-8.745945945945948,92.65873015873017
283,1630172,Patrick Williams,396,169,74,89.042,64,8,478,43.78698224852071,52.68757396449705,-8.90059171597634,82.84518828451883
284,1626220,Royce O'Neale,560,90,44,53.083999999999996,75,3,624,48.888888888888886,58.98222222222222,-10.093333333333334,89.74358974358974
285,1642883,Sion James,304,108,46,60.118,74,7,372,42.592592592592595,55.66481481481482,-13.072222222222223,81.72043010752688
